0,252,252,252
1,248,252,252
2,252,248,252
3,252,248,248
4,248,248,248
5,244,248,248
6,248,244,252
7,248,244,244
8,244,244,244
9,240,244,244
10,244,240,248
11,244,240,240
12,240,240,240
13,236,240,240
14,240,236,244
15,240,236,236
16,236,236,236
17,232,236,236
18,236,232,240
19,236,232,232
20,232,232,232
21,228,232,232
22,232,228,236
23,232,228,228
24,228,228,228
25,224,228,228
26,228,224,232
27,228,224,224
28,224,224,224
29,220,224,224
30,224,220,228
31,224,220,220
32,220,220,220
33,216,220,220
34,220,216,224
35,220,216,216
36,216,216,216
37,212,216,216
38,216,212,220
39,216,212,212
40,212,212,212
41,208,212,212
42,212,208,216
43,212,208,208
44,208,208,208
45,204,208,208
46,208,204,212
47,208,204,204
48,204,204,204
49,200,204,204
50,204,200,208
51,204,200,200
52,200,200,200
53,196,200,200
54,200,196,204
55,200,196,196
56,196,196,196
57,192,196,196
58,196,192,200
59,196,192,192
60,192,192,192
61,188,192,192
62,192,188,196
63,192,188,188
64,188,188,188
65,184,188,188
66,188,184,192
67,188,184,184
68,184,184,184
69,180,184,184
70,184,180,188
71,184,180,180
72,180,180,180
73,176,180,180
74,180,176,184
75,180,176,176
76,176,176,176
77,172,176,176
78,176,172,180
79,176,172,172
80,172,172,172
81,168,172,172
82,172,168,176
83,172,168,168
84,168,168,168
85,164,168,168
86,168,164,172
87,168,164,164
88,164,164,164
89,160,164,164
90,164,160,168
91,164,160,160
92,160,160,160
93,156,160,160
94,160,156,164
95,160,156,156
96,156,156,156
97,152,156,156
98,156,152,160
99,156,152,152
100,152,152,152
101,148,152,152
102,152,148,156
103,152,148,148
104,148,148,148
105,144,148,148
106,148,144,152
107,148,144,144
108,144,144,144
109,140,144,144
110,144,140,148
111,144,140,140
112,140,140,140
113,136,140,140
114,140,136,144
115,140,136,136
116,136,136,136
117,132,136,136
118,136,132,140
119,136,132,132
120,132,132,132
121,128,132,132
122,132,128,136
123,132,128,128
124,128,128,128
125,124,128,128
126,128,124,132
127,128,124,124
128,124,124,124
129,120,124,124
130,124,120,128
131,124,120,120
132,120,120,120
133,116,120,120
134,120,116,124
135,120,116,116
136,116,116,116
137,112,116,116
138,116,112,120
139,116,112,112
140,112,112,112
141,108,112,112
142,112,108,116
143,112,108,108
144,108,108,108
145,104,108,108
146,108,104,112
147,108,104,104
148,104,104,104
149,100,104,104
150,104,100,108
151,104,100,100
152,100,100,100
153,96,100,100
154,100,96,104
155,100,96,96
156,96,96,96
157,92,96,96
158,96,92,100
159,96,92,92
160,92,92,92
161,88,92,92
162,92,88,96
163,92,88,88
164,88,88,88
165,84,88,88
166,88,84,92
167,88,84,84
168,84,84,84
169,80,84,84
170,84,80,88
171,84,80,80
172,80,80,80
173,76,80,80
174,80,76,84
175,80,76,76
176,76,76,76
177,72,76,76
178,76,72,80
179,76,72,72
180,72,72,72
181,68,72,72
182,72,68,76
183,72,68,68
184,68,68,68
185,64,68,68
186,68,64,72
187,68,64,64
188,64,64,64
189,60,64,64
190,64,60,68
191,64,60,60
192,60,60,60
193,56,60,60
194,60,56,64
195,60,56,56
196,56,56,56
197,52,56,56
198,56,52,60
199,56,52,52
200,52,52,52
201,48,52,52
202,52,48,56
203,52,48,48
204,48,48,48
205,44,48,48
206,48,44,52
207,48,44,44
208,44,44,44
209,40,44,44
210,44,40,48
211,44,40,40
212,40,40,40
213,36,40,40
214,40,36,44
215,40,36,36
216,36,36,36
217,32,36,36
218,36,32,40
219,36,32,32
220,32,32,32
221,28,32,32
222,32,28,36
223,32,28,28
224,28,28,28
225,24,28,28
226,28,24,32
227,28,24,24
228,24,24,24
229,20,24,24
230,24,20,28
231,24,20,20
232,20,20,20
233,16,20,20
234,20,16,24
235,20,16,16
236,16,16,16
237,12,16,16
238,16,12,20
239,16,12,12
240,12,12,12
241,8,12,12
242,12,8,16
243,12,8,8
244,8,8,8
245,4,8,8
246,8,4,12
247,8,4,4
248,4,4,4
249,0,4,4
250,4,0,8
251,4,0,0
252,0,0,0
253,0,0,0
254,0,0,0
255,0,0,0
